Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
140903	-28,0720720720719	24,9549549549559	e s nː    	ɑː yː tsʰ ŋ    b̥ e o lː    	e tsʰ qː    f e˞ ŋ    	ɑː ʀˀ v̩ əu xʷ    ē l e tˀ pʰ    	u tsʰ tsʰ m u gʰ    s ĩ ɟ æː bʰ dʷ    	ɮʲ a̠ ɮʲ r    	ʒ ʃ u u    ŋ̩ ɗ ẽ ẽ    ɛ̃ ñ r ɛ̃    u bʱ ŋ̩ ă    	u ʀˀ v̩    a ⁿd nː    fʲ ɛi r    	j ă ɹ    	tsʰ k u k    
115369	-9,60360360360343	34,8648648648658	ʃ ɔi tɕ    	oi ɛ̃ çʰ wː    q y ɛ̃ ʃʰ    s o ə ɗ    iː s yː d̪    tʲ iɪ o ʈʂ    	ɔi sʰ k    	tɕ ø ɛ̃ v̩ ʈʂ    	ɪ ʃ ʈʂ sʰ a ʕ    s ʈʂ ɔˑ f ɛ˞ f    s vː ɜ aː ɾʲ vʲ    aːi ŋ ɔ    	kp ø k wː    ⁿd mː ũː tsʼ    s̪ v ɔ̃ d̪    	ʃ b̥ u u    	tɕ ɪ ʕ    	b̥ e˞ q    c y zʲ    r ɯ j    	vː f e v    t͈ rʷ á ɛ    
140902	-4,19819819819803	16,3963963963973	ṽ oːu gː    ɯ k iɪ    	ɨ̃ tɬ eˑ lʲ    ʑ ɛ    e ə ʐ pʲ    ɯ s u̘ mː    	g̊ ɑˑ ɲ    a̤ f ʃ    ɧ ã̤ː    	n b aˑ o m    w ɔu œ β ʡ    	ɽ ɑː s f ə̥ r    	cç cç ă r    ɺ ɺ ɜ gː    t̪ cʰ ã r    o ʃ ʃ p    hː ʝ ɐ j    ɕ l̩ o v̥    iɔ ⁿd ʃ ⁿt    	ṽ uɔ z oˑ    rʷ ɑ lʲ ɑ    ou dː r oː    	b ɔˑ r    ʉ ʰk r    	r oːu m    χ ɑˑ b    ɑː ʔ ç    ɨ pʰ l̪ˠ    ɔu d w    õ ʜ ɾˠ    õ ʜ ɾˠ    d̪ a̤ː m    	ʉ ɺ ɖʰ ɺ    f ɔi t̪ dʒʲ    dʑ ɑu j k    ʀ j ɔˑ k    d yː b i    ð ʁ ə cː    
121103	0,306306306306476	25,8558558558568	oe l t    eː h ɵ    	ɯ̆ pʰ ɔ̃ː dzː    ə̥ ñ    	ɨ̃ f k    a l̥    	ie n dʒ pf    ʐ o ɖʐ e ʈ    	s m æ t̪ ɑː ʃʰ    æ̃ ɕʰ tʰ dʱ ă ɗ    	k iɛ kp dzː    r pf e̠    	b̥ pʰ o o    m̩ æ l ə̆    	ɔˑ ʔʲ dzː    a z t    	ɨ̃ b̥ m    f ei m    r o sˤ    	f ɔˑ kp k    
136980	3,00900900900918	29,9099099099108	h eː ɵ    ɔ̆ r̃ w    s ɑː pʲ    	s ã eu ɕ    o lʱ e̱ ɗ    	ɑ˞ ɧ    ɑ˞ ɧ    yː f r    	w eu nˀ ã ɢ    u s ʈ əː ts    	á s m ɤ v ɕ    gː ʄ u f u ɬː    	ts ã ʁ ɕ    ɐu hʲ dʑ ˀp    u s cː ɾˠ    	s ɟ õ õ    r tɕ ũ ũ    n̩ gː ẽ ẽ    	w ũː ɟ    tː oi ʌ    	ũ sː xʲ    āː ɗ tʰ    ãː r r    uɔ lː m    u s ʈ əː ts    	aːi ˀt ɟ ʌ    f ŋ̥ yː e̠    
111613	-17,2612612612611	25,4054054054063	x oːu b    	ɯ u̘ s d̪    ɯ u̘ d̪ʰ d̪    ɑ o f θ    	f a̤ ʃ    	l b aˑ o m    	ɔˑ x m ɖʰ ʊ ɓ    	j o cʰ ɓ    ai l̪ˠ cː lː    	s b̥ u u    zː i z i    	w oː ɓ    	oːu ɓ m    n i kˀ    	cç ɖʰ ɔˑ cç    ɖʰ oː kʰʲ kʰʲ    
131077	-19,0630630630629	20,0000000000009	ă dʲː z    ŏ s w    	ɪ lː ŭ t    o a t t    	sʲ ă ɕʰ    	ɪ z ŭ n ⁿg    	dʲː ʉ ⁿg sʲ ʌ t    s i̤ m æ̃ ʜ ʰt    u tsʰ m tsʰ u v̩    	ɕʰ ĩː dʲː t    k χː oi r    	t bβ u̥ u̥    v t i    b̥ ʈʂʰ u u    	ʉ z t    w ʉ ʔ    	dʲː sʲ ʉ ɕʰ    lʲ uɔ n cː    ʈ ɔɪ cçʲ    	æ bβ gʱ ɕʰ    ʋ əɯ ʃ cː    tʲ ʜ i̤ k    
140901	-20,8648648648647	19,0990990991	uː s w    	æ u̘ s d̪    ɑi ɑi kʰ ɟ    	cː i rː    	ɓ ʌ ao r ɲ    	e˞ ʈʂ s f u d̪    	cː dʲ ɑi ɟ    	ʒʲ s u u    	aː w d̪    	r i m    	e˞ m f m    r f ă sʲ    
129156	-10,0540540540539	25,8558558558568	i ɣ rʲ    	ɔˀ iː̟ c r    	h ie b    	n t ɔˀ iː̟ kʰ    	s a kʰ tː e ɻ    	kʰʲ kʰʲ ɑː tˤ    kp t ə v    	s r ɔ̃ː ɔ̃ː    	a t w    	eː ɓ l̪ˠ    	tː tː ɑː ʁ    
139023	1,65765765765783	39,8198198198208	i ȵ ɕː    s ɑː pʲ    s āː w    ɤ n ã    ɔː ˀd w    	ɑ̠ bv ɛ̃ ʃʰ    bv iɔ æ dʷ    nʲ au e kp    ɑ̃ː ⁿd e r    o bv ɵ ts    ɑ̠ s o ʃʰ    ɬ o ŏ̱ sː    tsʰ əi ʊ r    ⁿɢ u ŭ d̪    	tsʲ ɑˑ kp    ã ʒ ɬʼ    u dʲ dː    f i tʲ    	vʲ t iɔ æ ɻ    dː t o ãː m    m ə ɛ̃ h ts    	r iˑ ʈː r ê çː    ũ dʒ m ɑˑ f ʃʰ    s a cʰ ỹ f d    ʃ ɔˑ g̊ m ŭ ʃʰ    	t̪ cː ʉ ʔ    cː s ɑ ɹ    õː wː dː ɖʐ    	ȵ ʔ ɑ˞ ɑ˞    	ă m ʔ    ɪʊ m ʃʰ    	i ʔ pː    b̥ i m    ɨi hʷ m    ɗ au m    ãː ʑ m    	f a̠ ɣː tʼ    f t̪ a cː    kp tʲ ɪʊ f    
139022	3,45945945945963	31,2612612612622	eː ʝ ɵ    	t e̱ ɘ mʲ    	ʒ iɛ cː    	ʎ ẽ e̠ n sː    w o cː ə m    	dʲː a sː ʒ ɐu n    	ɛː cː dʲː n    t r e    	a s ʈʂʰ a    sʰ kː y    	w ũː ɟ    	f ɨi xʲ    	a dʲː ʒ cː    
105723	-19,5135135135133	12,7927927927937	ou β ts    	o t iː̟ d̪    ɔu e ʄ d̪    	ui ñ ɖʐ    f oː k    i bˠ ⁿt    ɦ oː ŋ    	ð e̱ ñ iː̟ ɮ    	a̠ t ɮ yː dʑ d̪    	ⁿd ʀ ĕ r    ʔ ˀŋ ə n̥    	ʈʂ m ɔ̃ː ɔ̃ː    s b̥ y y    θ lʲ ə̆ ə̆    	ɛ ts kʲ    	i r ɾ    	dʑ ʀ a̠ rː    f ɔˑ mˤ mˤ    
135013	-2,39639639639623	28,5585585585595	m ɔ̃ t    	s o ʉː rʷ    		ɜ n uː t m    	x m ɛ̃ ɤ̱ u kp    	t r aˑ    	t v ʌː    	ʃ ou a    	f ũ m    	f e ʈ a    
139020	-18,162162162162	20,0000000000009	dʲː iɛ jˀ    æː dʲː z    	ɗː o ĩ d̪    ɔ a̠ s r    d o ʊ t    æː ʈ ɔː ɾˠ    	iɛ ɳ cː    	jˀ o aː n m    ɔˑ f d̪ʰ d̪ʰ    	dʲː a m ɛ̃ ɳ ɣː    	ɛː cː dʲː ɣː    c c ɜ qʰ    ɕ l̩ o v̥    t̪ ø̠ cː b    	ɣː dʲː ɛ̃ ɛ̃    	jˀ a ɣː    	e̞ ʐ ŋ    r y m    r ɛ̤ tɕʰ    i r m̥    m ɨ ʃ    oːu r n    	dʲː a ɳ cː    ɛː cː dʲː ɣː    ɔˑ f d̪ʰ d̪ʰ    
140900	-28,5225225225223	19,5495495495505	ŏ s w    	ɔu e ɕ m̊    	ɦ i ŋ    	w n ə ɛ̃ m    	s ɯ m ɑ˞ ʜ m̊    	ʈ ɯː tʲ m̊    	s ɣː ɑ˞ uː    	ɯ w m̊    	sʰ ɒː e n m    	tʲ ɯ ʜ ʈ    sʰ ɒː e n m    
140899	-33,0270270270269	18,1981981981991	ʈʂʰ i ʈ    	θ ə˞ æ cçʰ    	ˀd ʌ̃ ɹ    	w ũ au n ʈ    	ʈʂʰ ɔʊ ʈ ˀd ʊ cçʰ    	ɹ ʝ ũ cçʰ    	cçʰ ʈʂʰ ũ ũ    rʷ ˀm ɔ̃ː ɔ̃ː    	ãː w cçʰ    	lʲ o̞ mʲ    	d̥ ʏ dʱ ʋ    
140898	-17,2612612612611	15,045045045046	ɲ i ⁿtʰ    	æ̃ a̤ː tsʲ r    z̩ o oː r    	a̤ f ʃ    	n b aˑ aˑ m    e̱ w n̪ ɪ cʰ    əu dʒ χː əu m    	ṽ ɔˑ uɔ m ɖʰ r    	t̪ cʰ aˑ r    aˑ ʃ ʃ p    ʔ ˀŋ ʊ n̥    t̪ o cʰ lʲ    ʂ ai tɕʰ ȶ    	ṽ z uɔ uɔ    	b ɔˑ r    	r ĭ n̥    i t͈ mˠ    i ɻ d    	cç ɔˑ ɖʰ cç    n̩ ʑ uɔ cː    
140897	-1,04504504504488	16,8468468468478	aˑ mː ɮʲ    	ʔʲ ø    	ɧ ɯ    	ˀn au ɛ̤ n ⁿdz    	ṽ ɨi dz uɔ ɖʰ r    	ȵ cː ã kʰ    t̪ cʰ o r    	t f oː    	ˀn əu g    	lʲ ʌ̃ ʃː    	ˀl n ä ŋ    v k ʊː dz    f t̪ əː ɕʰ    
135011	1,20720720720738	18,1981981981991	õ f ɛ̱    s ɒː d    nː ɔ̆ w    	ʊ̃ ɬ uː sː    ui æ s dʷ    	i f tsː    ɑ˞ ɧ    œː f b    	ʈʂʰ ẽ̞ gː sː    s ɛ l sː    ɛː w n ɤ ðʲ    dʒ iə œ β ʡ    	r s f au ʌː sː    ʂ au dz ⁿdz a ɕ    s ʌ m f ɑ̃ː d    r m eˑ ɘ f tɕ    	tsː ɨ̃ cʰ sː    r ɟ eu    s ð y k    	s r e e    s e ʮ ũ    ʂ ɑ˞ r ɑ˞    	ʌː ʰt sː    	r i r    f ɒ m    ʑ n̩ uɔ cː    	u f j ɧ    p ɔ l̪ˠ tʼ    ʑ n̩ uɔ cː    
135010	-31,6756756756755	19,0990990991	sʰ ɛ bˠ    	sʰ iə ă r    	f ɛ ŋ    	iə w ɑˑ ʄ ŋʷ    	ŋ̩ ʄ a̠ a̠ f ɬː    	zʲ cː iə r    	ɛ̃ sʰ r ɛ̃    a̠ ŋ̩ bʱ a̠    a̠ r ˀɲ a̠    	fʲ ɛi r    	o̱ r ŋʷ    	ʃ i̠ f jː    
115364	-31,225225225225	17,7477477477487	aɪ tsʰ dʰ    	ɑu tsʰ ɑˑ ŋʷ    	oˑ tsʰ k    	ɑu ɑˑ dʰ n ɣ    	ũ ʔ ɯ̱ ʒ œ ɓ    	k k ɑu tsʲ    	tsʰ u tsʲ u    	u dʰ tsʲ    	oˑ ŋʷ ɯ̱    	k tsʰ u k    
113526	4,36036036036053	10,5405405405414	n iː aˑ    	bʲ eː    o ɐ s r    u̘ əu s mː    	əː ɧ    	oi pʰ x rʲ    a̤ː mˀ ɑ pː ŋ̩    ɔu w œ β ȶ    	əu m ȶ m eˑ ɻ    ɽ s ɑː f ə̥ r    	ⁿdz l ɔ    tʰ cʰ o r    	b̥ s ɜ ā    	aˑ t̪ ou    	gː ɨ l̪ˠ    	ð h ə cː    
139019	-32,1261261261259	20,4504504504514	l̥ ui kʷ    sʰ e˞ bˠ    	ũ i̠ ȶ r̩    o ɾ ɔ d̪    	f ə̃ ʃʰ    f ɔ̃ ŋ    f e˞ ŋ    	kʷ ʉ pʰ ɛ̃ː nˀ    o kʼ ɕ e bʰ    	l̥ ð ɨ ɑ̃ pʷ ɹ    n̪ āː sˤ f e̞ d̪    	ɖʐ ɖʐ ʉ ɹ    nʱ ⁿts o rʷ    	l̥ ɨ sˠ yː    ŋ̩ ɗ ẽ ẽ    	kʷ e ɹ    	ɹ ui nˀ    oˑ ŋʷ m    	f v āː ʃʰ    
119244	-8,25225225225208	30,3603603603613	n aːi ɔ    	ɓ a    	i f ʋ    	ä aʊ w qˀ n̪    	h aːi ɑ    	j qχ æː kʷ    kʰʲ kʰʲ ɑi qʼ    	ŋ pː ʏ    	d ɔ õ    	ɖ uˀ l    	aʊ f ɬ ɑ̃    tsʰ mʲ e̞ ç    
115361	-8,25225225225208	22,7027027027036	ṽ oːu qʼ    	ṽ ɐi aː r    	ɛ k n    oːu ɖʰ ʋ    	u t e lˀ ñ    ʝ u ɑː n ˀl    	ɨ ɲ ˀl k œː d̪    	cː w ɑˑ r    	r ɲ u u    	ɨ w d̪    	oːu r m    ʝ u ɑː n ˀl    	ʌ ʃ ʃ cː    
140896	-19,9639639639638	22,7027027027036	n̪ iə s    	ɔu e θ d̪    	f iə bʱ    	o ʃː f o w    ə sʰ e ʃ ɡ    o d̪ʰ ɑˑ n m    	ẽː l z oː m rʷ    	v ɖʐ ə˞ d̪    	s æ̃ r uː    	jˀ a ɾ    	rʷ aːi ɖ    	f j a tɕ    mʷ ʈ ṳ mʷ    
140895	-28,5225225225223	28,108108108109	œ ʋ m̊    	ɔi œ ɗː d̪    	œ ʒ cː    	m̊ o tˤ e ʒ    	ʃː m uˀ ā f ɸ    	ʋ cː o ɹ    	ʋ r u u    	m̊ ai r    	i x xʷ    	ãː ʒ ʋ cː    
140894	-15,0090090090088	17,7477477477487	kʷ i ⁿtʰ    	ə˞ θ ø cçʰ    	ˀd i ʋ    ñ ʏ ɖʐ    i bˠ lː    	kʰ o ɤ n m    ˀn ə ɛ̃ t m    kʰ o ɤ n m    	ʈʂʰ ɔʊ ˀd tsʰ ʊ cçʰ    	kʰʲ o cʰ r    	cçʰ ʈʂʰ ũ ũ    	w uo cçʰ    	o̞ lʲ mʲ    ʂ i m    	dʱ ʏ d̥ ʋ    ɦ u̥ t̪ ⁿq    
135007	-8,70270270270253	19,0990990991	ī v w    	ɛ̠ ɑˑ v kʼ    ɯ u̘ ʈʂʰ mː    	ī v xʲ    	ˀb œ o ɢ ɬ    	v u u ˀm v χ    	xʲ xʲ ɛ̠ χ    	v ʃ u u    á sˠ r á    	ɛˀ ˀb d̪    	kʼ ī ˀm    r ɛ̠ m̥    	xʲ v u xʲ    ɔˑ cç ɖʰ cç    
111605	-10,5045045045043	15,4954954954964		iu iu b r    	i v c    	iə cː v œ ʃʰ    rʲ ɑˑ t ĭ nʲ    	ə ʃ f m ɨ ʝ    	ʌː tɕ vʲ ʝ    	s c iɛ iɛ    	ɑ̱ cː θ    ai w r    		tɕ v y c    ʌː tɕ vʲ ʝ    
139017	-18,162162162162	27,2072072072081	ṽ ʊ̃ b    	ɯ s u̘ z    	a̤ f ʃ    ðː ə lː    	n b o aˑ pː    	ɜ ṽ pː ɖʰ uɔ r    	kʰʲ o cʰ r    ɯ̱ cː ə ȶ    	ṽ kʰ uɔ uɔ    	w ʉ r    	ʊ̃ r pː    	ɜ cç ɖʰ cç    
135005	-20,8648648648647	31,2612612612622	ɖʐ uː w    	o dː aː r    	zː uː kː    	w u y xʲ v̥    dː n ũ ɨ v̩    	n̪ ɛ sˤ f e̞ d̪    	kː kː u r    	r ɔ̃ː dː ɔ̃ː    	u w ʐ    		zː ĩ̟ kː kː    
140893	-18,6126126126124	16,8468468468478	e˞ sʰ bˠ    	iə sʰ ɜː j    		iə w ʄ ɛ˞ ŋʷ    	au ŋ̩ ʌ̃ ŋ̩ ɲ j    	iə zʲ cː j    ɮʲ a̠ ɮʲ j    	ɛ̃ sʰ j ɛ̃    bʱ ʌ̃ ŋ̩ ʌ̃    ŋ̩ v̩ ẽ ẽ    ʌ̃ j ˀɲ ʌ̃    	ɛi ɟ j    	ɑ j ŋʷ    	ɟ f ə̆ jː    
139016	-32,5765765765764	18,1981981981991	ʈʂʰ i ʈ    	θ ə˞ æ cçʰ    	ˀd ʌ̃ ɹ    	w ũ au n ʈ    	ʈʂʰ ɔʊ ʈ ˀd ʊ cçʰ    	ɹ ʝ ũ cçʰ    	cçʰ ʈʂʰ ũ ũ    rʷ ˀm ɔ̃ː ɔ̃ː    	ãː w cçʰ    	lʲ o̞ mʲ    	d̥ ʏ dʱ ʋ    
140892	-28,5225225225223	24,5045045045054	ʈʂʰ i ʈ    	θ ə˞ æ cçʰ    	ˀd ʌ̃ ɹ    	w ũ au n ʈ    	ʈʂʰ ɔʊ ʈ ˀd ʊ cçʰ    	ɹ ʝ ũ cçʰ    	cçʰ ʈʂʰ ũ ũ    rʷ ˀm ɔ̃ː ɔ̃ː    	ãː w cçʰ    	lʲ o̞ mʲ    	d̥ dʱ ʏ ʋ    
107963	-19,5135135135133	19,0990990991	ɖʐ uː w    	o dː ʊ r    ðʲ ɨ o r    	uː zː ɲː    	w u y xʲ v̥    	s ɐi m dʑ u ʔ    	ɲː ɲː u r    	r ɔ̃ː dː ɔ̃ː    ŋ̩ ɗ ẽ ẽ    	w u ʐ    	r uː v̥    	zː ĩ̟ ɲː ɲː    
127090	-2,39639639639623	29,9099099099108	i dː ɖ    	ĩ w̃    e s aː r    	əu d̥ t    	kʲ m̊ ə o ɭ    	uː tʼ ɔ    gʷ a m ʒ u ɳ    	t ʁ əː    	z̩ t oː    ʐ dː ɯ̃    	œː ˀl nː    œː ˀl nː    e w r̃    	ɗː ɛˀ pʰ    i r m    eː ɓ l̪ˠ    kʰ œ β    	ɗː iɔ ɾ oː    
135002	4,36036036036053	26,3063063063072	i s m    	s ã eu ɕ    		w eu ã b m    	á s m bː ɤ ɕ    s ɔˑ s ɭ ɐː ɖʐ    s ɔˑ f s ũ s    	ts ʁ ã ɕ    	r tɕ ũ ũ    s ã eu ɕ    	w á t̪    	i t̪ m    	aːi ˀt t̪ ɛ˞    ʁ ã ʁ ɕʲ    i t̪ m    
135001	-33,0270270270269	19,0990990991	sʰ e˞ bˠ    	sʰ iə ă ɬː    	e˞ f ŋ    	iə w ɑː ʄ ʝ    	ŋ̩ ŭ u ŋ̩ ɲ ɬː    	ħ ɛ zʲ ɬː    k k a̠ ɬː    	ɛ̃ sʰ ɬː ɛ̃    u bʱ ŋ̩ u    ŋ̩ ɗ ʊ ʊ    u ɬː ˀɲ u    	ɛi b ɬː    	ɑ ɬː ʝ    	ʃ f ə̆ jː    
140891	3,45945945945963	13,6936936936946	ɑu mʲ v̩    s ɑ̃ː z    ɹ uː ɔ    r̩ iː f    l eː ɵ    	bʲ eː    	ɟ i cː    	v̩ ɔˀ ɓ ɛː ɓ    t e̞ s sː    	mʲ m ĩ ɟ eˀ ɣ    	c cː i ɖ    	mː aˤ mʲ i    pː á sː á    m̩ xː ʕ ɑu ɑ r    	ɔ v̩ ɣ    	a̱ sː ɬ    	mʲ ɟ ĩ cː    f j a ʃʲ    v dʲ a cː    f v ă mː    
133028	-1,04504504504488	32,1621621621631		o ɸ œː pʲ    ɐ o s r    	dʲ aˑ k    	k ɔ sʲ ɛ̃ sˤ    	n̪ sˤ ɛ d ĩ̟ d̪    	v ʃʰ e̱ d̪    nʱ ⁿts o rʷ    	r z̩ i i    	dː a ɾ    	rʷ e̞ sˤ    	s v ɛ ʃʰ    dʲ pː aˑ k    w ĩ̟ s cː    
140890	2,55855855855873	42,072072072073	ɡ əː w    	g̊ ɔɪ    	uɔ l̪ˠ    	tː vʲ au sː    	ʃ ɑ ɡ m ə ⁿts    	ʐ r ɪ    	s ui ð ɯ    	fː iˑ a̠    		yː s r eɪ    
136972	-1,49549549549533	37,1171171171181	ɦ u w    	e ɲ ɑˑ kʰ    	f a cː    	t ẽ n ɒː χ    ȵ v oː oˀ ʋ    	s a l f ɔː r    e d̪ vː f ɤ ɕ    	bʰ s ɪˑ pʲ    	s ɔː lː ɔː    s a ɕː a    s ȶ a̠ a̠    	ɨ̠ ˀk a    b ɑ̆ ʃʰ    aˑ ɾʲ œ    	ɒː r χ    	ɡ ʒ ãi s    
117279	-15,4594594594593	33,9639639639649	s i w    i s lː    	ɑu e s ˀp    	i f cː    	e w ɑu n̪ m    	s aːu m ei f ˀp    s i f h u ʃʰ    	e cː ʈʂʰ ˀp    t̪ eː ʁʷ n    	ˀp ẽ s ẽ    	ɔˑ ɣ n̪ː    o w r    	i ˀp m    x f u cː    	x f u cː    
140889	-19,5135135135133	21,8018018018027	k ei ⁿt    	ũ ɐ s bv    æ̃ tsʲ ei r    	e ʒ cː    œ dz cː    	dː n ũ ɨ v̩    ɛː n kˀ e ɓ    w ʝ ə ɛ̃ m    	ẽː l z oː sː rʷ    n̪ e sˤ u f d̪    	ũ d v rʷ    cː ɨ ʔ d    ʔ ˀŋ ʌ n̥    	l rʷ ɔ̃ː ɔ̃ː    ʄ r u u    v ʃ u u    	ẽː dː ɾ    ˀb ũ n̪    ɲ ʊː l    	dʱ ɨ sː    i r ʡ    ɯ̃ b̥ t    ɯ̃ b̥ t    	d z ʉ t    kʰʲ ʉ ɖʰ kʰʲ    
140888	1,65765765765783	15,9459459459469	bʱ iː ĩ    	ɪʊ k    	ɯ̃ t̪    		iː ʐ i̟    s æ ʝ f u s̪    	ʐ r uɔ    	v ʐ ɯ̃    	i̟ ˀm e    	f ɑˑ tɕ    	f j p kʲ    s f ɑ cç    
131065	2,55855855855873	39,8198198198208	h eː ɵ    	ɓ i    ɑ̠ s ɯː ʃʰ    	ʉː ɧ    ũ lː k    	t̪ː ɦ i sː    w o̞ː n ɑ̠ b    	t̪ː æ m ⁿtʰ ɐː kʼ    	ã k j mː    	ia mː r̃ ɑi    ʂ t͈ oː    h hː oː    	ɪ w̃ a    ā ɭ n̩    	i r ɡ    	kp ɑː dz ħ    kp æ lː k    
139014	-15,0090090090088	24,054054054055	ṽ ā b    	ṽ ɐi aː r    ø̠ u̘ d̪ʰ h    	oːu ɖʰ ʋ    ŋ̩ ẽː n̪ː    	n b aˑ o m    	ṽ ɔˑ uɔ dʒ ɖʰ r    	ɮ ɮ ɜ b    o ʃ ʃ p    	ṽ uɔ z uɔ    	iː w r    w ɔˑ b    	i r m    	ʋ ɔˑ ɖʰ ʋ    ʉ ɮ ɖʰ ɮ    tʰ f ɔˑ tʰ    
139013	-29,4234234234232	28,108108108109		ɔi œ ɗː d̪    	œ ʒ cː    	m̊ o tˤ e ʒ    	ʃː m uˀ ā f ɸ    	ʋ cː o ɹ    	ʋ r u u    	m̊ ai r    	i x xʷ    	ãː ʒ ʋ cː    
139012	1,20720720720738	35,3153153153162	œ ʃː a    	o̞ː n̪    a b    ʈ ɛ    g̊ ʊː    	ĩ nʲ t̪    	m p ɛ ñ    	d̥ r̃ a ia ʁ kʷ    s â f sʰ ũ s    	t ʈː uɔ    r ɟ uɔ    	zʲ v oː    	zː a j    	ɭ ɑˑ m    ʈ ai qˀ    	ʥ f a m̩    p r ʌ ei    j f a ɹ    dʲ pː o̞ː k    
133024	4,36036036036053	31,2612612612622	i s m    	s ã eu ɕ    	ĩ ɲ ʈ    	w eu ã b m    	á s m bː ɤ ɕ    s ɔˑ s ɭ ɐː ɖʐ    s ɔˑ f s ũ s    	ts ʁ ã ɕ    	s t̪ eˑ eˑ    r tɕ ũ ũ    	w á t̪    	i t̪ m    	aːi ˀt t̪ ɛ˞    ʁ ã ʁ ɕʲ    
129144	-14,5585585585584	35,3153153153162	ə ɲ w    	o̞ e̱ ʋ r    e̱ e ɲ tˀ    ʉ ɾˠ e̠ n    s e o mʲ    	ðː ə lː    o ʒ cː    	w ə ɨ̃ n dz    	s ɣ f ou u ɣ    	mː ɑ kʷ k͈    	ɗ ɲ ɔ̃ː ɔ̃ː    	w ɛi ɗ    	əː ɤ̱ m    	ɡ ðː ɛi lː    
140887	0,306306306306476	31,2612612612622	ɪ m ɔ    	ĩ ʀ    eː l    ə̃ e l ts    ə s ɒː tʰ    	k œ    	s eu n cʰ    ɟ ɛ e n pˀ    ɛ lˠ j s    	ɪ qχ ɔ    r l s ʌː au sː    s bʷ χ ɐ̆ ɔ dː    ɑ ɳ s e̞ ɕ ɗ    	ʁʷ p i̱ r    t r e    p ʁʷ i̱ r    	tʲ qχ ɪ    	k ɔ ɯ    a ɱ qχ    	r ɒː h    ãː r r    r e̱ r    	ts ĩ r e    
127080	-27,171171171171	31,7117117117126	dʲː ə ⁿtʰ    	o̞ː ə vː ʰp    	ħ ou cː    	iu ⁿtʰ o̞ː ʂ m    	dʲː i m ħ u t    	cː ũ dʲː t    	t u dʲː u    	a ⁿtʰ t    	a dʲː ħ cː    	f k e̞ k    
136969	-33,0270270270269	25,4054054054063	ȵ ɪ̃ ʁʷ    	e ɪ ȵ r    	f ɪ̃ ts    		ȵ ɔˑ f cçʲ a b    	ts ts e r    	t aˑ ȵ uː    	ɔˑ ʁʷ r    	r ɪ̃ nː    	ts ɔˑ f ts    
129142	-17,2612612612611	16,3963963963973	ʊ s tː    	ṽ ɐi aː r    	oːu ɖʰ cç    	n b aˑ o m    		t̪ r̃ o sː    	uɔ ṽ z uɔ    	w ʉ r    	i r dʒ    ɬ ã qχ    	cç ɔˑ ɖʰ cç    
140886	-17,2612612612611	18,1981981981991	j ɒ dʒʱ    	j y yː pʰ    q ə e˞ mʲ    	uˑ n tɕ    	dʒʱ y yː tɕʰ n    o w ũ fʰ ⁿd    	j n ɔˑ n u pʰ    ɑ s m ŋː ʊ̃ dʒʰ    	qʼ tɕ yː pʰ    w w ai b    	j u pʰ u    	dʒʱ ɔˑ pʰ    	v a t̪ ⁿts    	n qʼ ɔˑ tɕ    
139010	2,10810810810828	25,8558558558568	s ẽː w    	o e ɸ pʲ    ʑ ɛ    	j ã̤ː    	ə g̊ ç s    	uː tʼ ɔ    	tʼ ɟ uɔ    	gʷ tʼ a̱    	zː a j    	œ ɗː ɲ    	
140885	-1,04504504504488	30,8108108108117	h eː ɵ    ɔ̆ r̃ w    s ɑː pʲ    	s ã eu ɕ    o lʱ e̱ ɗ    	ɑ˞ ɧ    ɑ˞ ɧ    yː f r    	w eu nˀ ã ɢ    u s ʈ əː ts    	a s m ɤ v ɕ    gː ʄ u f u ɬː    	ts ã ʁ ɕ    ɐu hʲ dʑ kʲ    u s cː ɾˠ    	s ɟ õ õ    r tɕ ũ ũ    n̩ gː ẽ ẽ    	w ũː ɟ    tː oi ʌ    	ũ sː xʲ    āː ɗ tʰ    ãː r r    uɔ lː m    u s ʈ əː ts    	aːi ˀt ɟ ʌ    f ŋ̥ yː e̠    
140884	-1,94594594594578	39,3693693693703	əː s gʰ    ĩ dʒː ⁿg    	bˠ a e nʲ    e̱ lʱ o ɗ    	ɯː ʔ lʷ    	w ɑː tɕ ɐ m    ⁿg e̞ ŋ a˞ dʒː    	ʀ ŭ ŋ tː ĩː r    s dʒː a ɔ̃ː f r    ʄ aːi ɔ    	ˀd ĩː bˠ r    ʐ n̩ e̞ cçʷ    s cː o β    	ɪ r ʀ aˑ    	w ŭ r    	āː ʃ ŋ    i qχ qχ    f e r̥    	ŭ tː ˀd bˠ    
119236	-25,3693693693692	29,9099099099108	d iɛ ʋ    	s e ei ʐ    	iɛ ʒ l    	pʷ o ʋ ɔu ʋ    	d ʉ ʒ ʋ u t    	d l ã t    	t d u u    	ʋ ʉ t    	d ʉ ʒ l    	h ɨ̠ f m    
